taskId,type,product,team,startTime,endTime,duration,mechanics,shift,priority,dependencies,isLatePartTask,isReworkTask,isCritical,slackHours,Scenario,MaxLateness,TotalLateness,InstanceBased
Product E_QI_110,Quality Inspection,Product E,Quality Team 1,2025-09-09T08:00:00,2025-09-09T08:45:00,45,2,1st,295,[],False,False,False,313.95,baseline,-7,0,True
Product E_20,Production,Product E,Mechanic Team 1,2025-09-09T08:45:00,2025-09-09T10:15:00,90,2,1st,296,[],False,False,False,317.7,baseline,-7,0,True
Product E_41,Production,Product E,Mechanic Team 1,2025-09-09T08:45:00,2025-09-09T09:05:00,20,1,1st,297,[],False,False,False,338.95,baseline,-7,0,True
Product E_46,Production,Product E,Mechanic Team 1,2025-09-09T08:45:00,2025-09-09T09:45:00,60,2,1st,298,[],False,False,False,398.95,baseline,-7,0,True
Product E_45,Production,Product E,Mechanic Team 3,2025-09-09T09:05:00,2025-09-09T09:55:00,50,1,1st,299,[],False,False,False,369.4166666666667,baseline,-7,0,True
Product E_QI_120,Quality Inspection,Product E,Quality Team 1,2025-09-09T10:15:00,2025-09-09T11:00:00,45,2,1st,300,[],False,False,False,355.25,baseline,-7,0,True
Product E_40,Production,Product E,Mechanic Team 3,2025-09-09T11:00:00,2025-09-09T13:00:00,120,4,1st,301,[],False,False,False,360.5,baseline,-7,0,True
Product E_QI_140,Quality Inspection,Product E,Quality Team 3,2025-09-09T13:00:00,2025-09-09T13:45:00,45,2,1st,302,[],False,False,False,379.25,baseline,-7,0,True
Product E_21,Production,Product E,Mechanic Team 2,2025-09-09T14:30:00,2025-09-09T15:10:00,40,1,2nd,303,[],False,False,False,252.7,baseline,-7,0,True
Product E_43,Production,Product E,Mechanic Team 2,2025-09-09T14:30:00,2025-09-09T15:00:00,30,1,2nd,304,[],False,False,False,297.75,baseline,-7,0,True
Product E_QI_128,Quality Inspection,Product E,Quality Team 2,2025-09-09T14:30:00,2025-09-09T15:15:00,45,2,2nd,305,[],False,False,False,361.25,baseline,-7,0,True
Product E_38,Production,Product E,Mechanic Team 2,2025-09-09T14:30:00,2025-09-09T15:30:00,60,2,2nd,306,[],False,False,False,375.5,baseline,-7,0,True
Product E_25,Production,Product E,Mechanic Team 2,2025-09-09T15:10:00,2025-09-09T16:00:00,50,1,2nd,307,[],False,False,False,284.8333333333333,baseline,-7,0,True
Product E_QI_138,Quality Inspection,Product E,Quality Team 2,2025-09-09T15:30:00,2025-09-09T16:15:00,45,1,2nd,308,[],False,False,False,406.25,baseline,-7,0,True
Product E_42,Production,Product E,Mechanic Team 4,2025-09-09T23:00:00,2025-09-10T00:00:00,60,2,3rd,309,[],False,False,False,330.25,baseline,-7,0,True
Product E_QI_142,Quality Inspection,Product E,Quality Team 4,2025-09-10T00:00:00,2025-09-10T00:45:00,45,1,3rd,310,[],False,False,False,400.0,baseline,-7,0,True
Product E_26,Production,Product E,Mechanic Team 1,2025-09-10T06:00:00,2025-09-10T07:00:00,60,2,1st,311,[],False,False,False,311.7,baseline,-7,0,True
Product E_39,Production,Product E,Mechanic Team 5,2025-09-10T06:00:00,2025-09-10T06:40:00,40,1,1st,312,[],False,False,False,347.75,baseline,-7,0,True
Product E_36,Production,Product E,Mechanic Team 1,2025-09-10T06:00:00,2025-09-10T07:30:00,90,3,1st,313,[],False,False,False,375.45,baseline,-7,0,True
Product E_56,Production,Product E,Mechanic Team 5,2025-09-10T06:20:00,2025-09-10T07:30:00,70,3,1st,314,[],False,False,False,410.6666666666667,baseline,-7,0,True
Product E_QI_136,Quality Inspection,Product E,Quality Team 1,2025-09-10T07:30:00,2025-09-10T08:15:00,45,2,1st,315,[],False,False,False,409.45,baseline,-7,0,True
Product E_QI_156,Quality Inspection,Product E,Quality Team 5,2025-09-10T07:30:00,2025-09-10T08:15:00,45,2,1st,316,[],False,False,False,430.5,baseline,-7,0,True
Product E_55,Production,Product E,Mechanic Team 5,2025-09-10T08:15:00,2025-09-10T09:11:00,56,2,1st,317,[],False,False,False,411.5,baseline,-7,0,True
Product E_QI_155,Quality Inspection,Product E,Quality Team 5,2025-09-10T09:11:00,2025-09-10T09:56:00,45,1,1st,318,[],False,False,False,433.31666666666666,baseline,-7,0,True
LP_304,Late Part,Product E,Mechanic Team 3,2025-09-12T06:00:00,2025-09-12T07:00:00,60,1,1st,319,[],True,False,False,165.0,baseline,-7,0,True
Product E_35,Production,Product E,Mechanic Team 3,2025-09-12T06:40:00,2025-09-12T07:30:00,50,1,1st,320,[],False,False,False,297.5833333333333,baseline,-7,0,True
Product E_8,Production,Product E,Mechanic Team 1,2025-09-12T07:00:00,2025-09-12T08:00:00,60,2,1st,321,[],False,False,False,167.0,baseline,-7,0,True
Product E_17,Production,Product E,Mechanic Team 5,2025-09-12T07:00:00,2025-09-12T07:30:00,30,1,1st,322,[],False,False,False,235.5,baseline,-7,0,True
Product E_52,Production,Product E,Mechanic Team 1,2025-09-12T07:00:00,2025-09-12T08:30:00,90,3,1st,323,[],False,False,False,341.75,baseline,-7,0,True
Product E_34,Production,Product E,Mechanic Team 5,2025-09-12T07:30:00,2025-09-12T08:30:00,60,2,1st,324,[],False,False,False,297.25,baseline,-7,0,True
Product E_QI_135,Quality Inspection,Product E,Quality Team 3,2025-09-12T07:30:00,2025-09-12T08:15:00,45,1,1st,325,[],False,False,False,312.25,baseline,-7,0,True
Product E_QI_108,Quality Inspection,Product E,Quality Team 1,2025-09-12T08:00:00,2025-09-12T08:45:00,45,2,1st,326,[],False,False,False,190.75,baseline,-7,0,True
Product E_16,Production,Product E,Mechanic Team 1,2025-09-12T08:45:00,2025-09-12T09:45:00,60,2,1st,327,[],False,False,False,193.0,baseline,-7,0,True
Product E_QI_152,Quality Inspection,Product E,Quality Team 1,2025-09-12T08:45:00,2025-09-12T09:30:00,45,2,1st,328,[],False,False,False,371.25,baseline,-7,0,True
Product E_QI_116,Quality Inspection,Product E,Quality Team 1,2025-09-12T09:45:00,2025-09-12T10:30:00,45,2,1st,329,[],False,False,False,265.5,baseline,-7,0,True
Product E_33,Production,Product E,Mechanic Team 2,2025-09-12T14:30:00,2025-09-12T14:50:00,20,1,2nd,330,[],False,False,False,225.75,baseline,-7,0,True
Product E_53,Production,Product E,Mechanic Team 6,2025-09-12T14:30:00,2025-09-12T15:10:00,40,1,2nd,331,[],False,False,False,307.25,baseline,-7,0,True
Product E_51,Production,Product E,Mechanic Team 6,2025-09-12T14:30:00,2025-09-12T15:00:00,30,1,2nd,332,[],False,False,False,328.0,baseline,-7,0,True
Product E_32,Production,Product E,Mechanic Team 4,2025-09-12T23:00:00,2025-09-13T01:00:00,120,3,3rd,333,[],False,False,False,258.25,baseline,-7,0,True
Product E_54,Production,Product E,Mechanic Team 4,2025-09-12T23:00:00,2025-09-13T00:00:00,60,2,3rd,334,[],False,False,False,324.25,baseline,-7,0,True
LP_309,Late Part,Product C,Mechanic Team 1,2025-09-15T06:00:00,2025-09-15T08:00:00,120,2,1st,335,[],True,False,False,215.0,baseline,-7,0,True
Product E_50,Production,Product E,Mechanic Team 3,2025-09-15T06:00:00,2025-09-15T07:00:00,60,2,1st,336,[],False,False,False,221.5,baseline,-7,0,True
Product E_49,Production,Product E,Mechanic Team 5,2025-09-15T06:00:00,2025-09-15T06:20:00,20,1,1st,337,[],False,False,False,227.75,baseline,-7,0,True
Product E_61,Production,Product E,Mechanic Team 1,2025-09-15T06:20:00,2025-09-15T07:00:00,40,1,1st,338,[],False,False,False,264.1666666666667,baseline,-7,0,True
Product E_QI_150,Quality Inspection,Product E,Quality Team 3,2025-09-15T07:00:00,2025-09-15T07:45:00,45,1,1st,339,[],False,False,False,241.25,baseline,-7,0,True
Product E_65,Production,Product E,Mechanic Team 5,2025-09-15T07:00:00,2025-09-15T07:20:00,20,1,1st,340,[],False,False,False,295.0,baseline,-7,0,True
Product E_73,Production,Product E,Mechanic Team 3,2025-09-15T07:20:00,2025-09-15T07:40:00,20,1,1st,341,[],False,False,False,316.1666666666667,baseline,-7,0,True
Product E_68,Production,Product E,Mechanic Team 1,2025-09-15T14:00:00,2025-09-15T15:30:00,90,3,1st,342,[],False,False,False,297.5,baseline,-7,0,True
Product C_51,Production,Product C,Mechanic Team 6,2025-09-15T14:30:00,2025-09-15T15:00:00,30,1,2nd,343,[],False,False,False,208.0,baseline,-7,0,True
Product E_48,Production,Product E,Mechanic Team 2,2025-09-15T14:30:00,2025-09-15T16:30:00,120,3,2nd,344,[],False,False,False,231.5,baseline,-7,0,True
Product E_64,Production,Product E,Mechanic Team 2,2025-09-15T14:30:00,2025-09-15T16:30:00,120,3,2nd,345,[],False,False,False,258.5,baseline,-7,0,True
Product E_62,Production,Product E,Mechanic Team 6,2025-09-15T14:30:00,2025-09-15T15:30:00,60,2,2nd,346,[],False,False,False,262.25,baseline,-7,0,True
Product E_74,Production,Product E,Mechanic Team 6,2025-09-15T14:30:00,2025-09-15T15:30:00,60,2,2nd,347,[],False,False,False,304.0,baseline,-7,0,True
Product E_66,Production,Product E,Mechanic Team 6,2025-09-15T15:00:00,2025-09-15T16:00:00,60,2,2nd,348,[],False,False,False,284.25,baseline,-7,0,True
Product C_66,Production,Product C,Mechanic Team 6,2025-09-15T15:30:00,2025-09-15T16:30:00,60,2,2nd,349,[],False,False,False,235.75,baseline,-7,0,True
Product E_QI_162,Quality Inspection,Product E,Quality Team 6,2025-09-15T15:30:00,2025-09-15T16:15:00,45,1,2nd,350,[],False,False,False,292.5,baseline,-7,0,True
Product E_QI_148,Quality Inspection,Product E,Quality Team 2,2025-09-15T16:30:00,2025-09-15T17:15:00,45,2,2nd,351,[],False,False,False,261.25,baseline,-7,0,True
Product E_59,Production,Product E,Mechanic Team 6,2025-09-15T17:15:00,2025-09-15T17:45:00,30,1,2nd,352,[],False,False,False,262.0,baseline,-7,0,True
Product E_QI_164,Quality Inspection,Product E,Quality Team 2,2025-09-15T17:15:00,2025-09-15T18:00:00,45,2,2nd,353,[],False,False,False,285.5,baseline,-7,0,True
Product E_71,Production,Product E,Mechanic Team 2,2025-09-15T18:00:00,2025-09-15T18:40:00,40,1,2nd,354,[],False,False,False,286.75,baseline,-7,0,True
Product E_63,Production,Product E,Mechanic Team 4,2025-09-15T23:00:00,2025-09-15T23:30:00,30,1,3rd,355,[],False,False,False,226.75,baseline,-7,0,True
Product E_QI_132,Quality Inspection,Product E,Quality Team 4,2025-09-15T23:00:00,2025-09-15T23:45:00,45,2,3rd,356,[],False,False,False,257.0,baseline,-7,0,True
Product E_76,Production,Product E,Mechanic Team 4,2025-09-15T23:00:00,2025-09-16T00:30:00,90,3,3rd,357,[],False,False,False,298.75,baseline,-7,0,True
Product E_69,Production,Product E,Mechanic Team 4,2025-09-15T23:30:00,2025-09-16T00:00:00,30,1,3rd,358,[],False,False,False,255.75,baseline,-7,0,True
Product E_47,Production,Product E,Mechanic Team 4,2025-09-15T23:45:00,2025-09-16T00:25:00,40,1,3rd,359,[],False,False,False,258.25,baseline,-7,0,True
Product C_76,Production,Product C,Mechanic Team 4,2025-09-16T00:00:00,2025-09-16T01:30:00,90,3,3rd,360,[],False,False,False,249.75,baseline,-7,0,True
Product E_81,Production,Product E,Mechanic Team 7,2025-09-16T00:00:00,2025-09-16T00:20:00,20,1,3rd,361,[],False,False,False,280.75,baseline,-7,0,True
Product E_85,Production,Product E,Mechanic Team 7,2025-09-16T00:20:00,2025-09-16T01:00:00,40,1,3rd,362,[],False,False,False,297.4166666666667,baseline,-7,0,True
Product E_QI_147,Quality Inspection,Product E,Quality Team 4,2025-09-16T00:25:00,2025-09-16T01:10:00,45,1,3rd,363,[],False,False,False,287.3333333333333,baseline,-7,0,True
Product C_96,Production,Product C,Mechanic Team 4,2025-09-16T00:30:00,2025-09-16T02:30:00,120,4,3rd,364,[],False,False,False,261.25,baseline,-7,0,True
Product E_QI_176,Quality Inspection,Product E,Quality Team 4,2025-09-16T00:30:00,2025-09-16T01:15:00,45,2,3rd,365,[],False,False,False,307.75,baseline,-7,0,True
Product C_QI_176,Quality Inspection,Product C,Quality Team 4,2025-09-16T01:30:00,2025-09-16T02:15:00,45,2,3rd,366,[],False,False,False,258.75,baseline,-7,0,True
Product C_95,Production,Product C,Mechanic Team 7,2025-09-16T02:15:00,2025-09-16T02:45:00,30,1,3rd,367,[],False,False,False,259.5,baseline,-7,0,True
Product C_QI_196,Quality Inspection,Product C,Quality Team 4,2025-09-16T02:30:00,2025-09-16T03:15:00,45,2,3rd,368,[],False,False,False,261.5,baseline,-7,0,True
Product C_QI_195,Quality Inspection,Product C,Quality Team 7,2025-09-16T02:45:00,2025-09-16T03:30:00,45,1,3rd,369,[],False,False,False,261.25,baseline,-7,0,True
Product C_65,Production,Product C,Mechanic Team 5,2025-09-16T06:00:00,2025-09-16T06:20:00,20,1,1st,370,[],False,False,False,224.0,baseline,-7,0,True
Product C_75,Production,Product C,Mechanic Team 1,2025-09-16T06:00:00,2025-09-16T06:30:00,30,1,1st,371,[],False,False,False,241.5,baseline,-7,0,True
Product C_94,Production,Product C,Mechanic Team 1,2025-09-16T06:00:00,2025-09-16T07:00:00,60,2,1st,372,[],False,False,False,251.25,baseline,-7,0,True
LP_307,Late Part,Product C,Mechanic Team 3,2025-09-16T06:00:00,2025-09-16T07:40:00,100,2,1st,373,[],True,False,False,258.0,baseline,-7,0,True
Product E_60,Production,Product E,Mechanic Team 3,2025-09-16T06:00:00,2025-09-16T07:30:00,90,3,1st,374,[],False,False,False,265.5,baseline,-7,0,True
Product E_82,Production,Product E,Mechanic Team 1,2025-09-16T06:00:00,2025-09-16T07:00:00,60,2,1st,375,[],False,False,False,275.25,baseline,-7,0,True
Product E_58,Production,Product E,Mechanic Team 5,2025-09-16T06:00:00,2025-09-16T07:00:00,60,2,1st,376,[],False,False,False,281.5,baseline,-7,0,True
Product E_75,Production,Product E,Mechanic Team 1,2025-09-16T06:00:00,2025-09-16T06:30:00,30,1,1st,377,[],False,False,False,289.5,baseline,-7,0,True
Product E_94,Production,Product E,Mechanic Team 1,2025-09-16T06:00:00,2025-09-16T07:00:00,60,2,1st,378,[],False,False,False,299.25,baseline,-7,0,True
Product E_QI_168,Quality Inspection,Product E,Quality Team 1,2025-09-16T06:00:00,2025-09-16T06:45:00,45,2,1st,379,[],False,False,False,300.25,baseline,-7,0,True
Product E_QI_175,Quality Inspection,Product E,Quality Team 1,2025-09-16T06:30:00,2025-09-16T07:15:00,45,1,1st,380,[],False,False,False,301.0,baseline,-7,0,True
Product C_QI_175,Quality Inspection,Product C,Quality Team 1,2025-09-16T06:45:00,2025-09-16T07:30:00,45,1,1st,381,[],False,False,False,252.75,baseline,-7,0,True
Product E_72,Production,Product E,Mechanic Team 5,2025-09-16T07:00:00,2025-09-16T09:00:00,120,4,1st,382,[],False,False,False,274.25,baseline,-7,0,True
Product E_QI_182,Quality Inspection,Product E,Quality Team 1,2025-09-16T07:00:00,2025-09-16T07:45:00,45,1,1st,383,[],False,False,False,294.0,baseline,-7,0,True
Product E_QI_158,Quality Inspection,Product E,Quality Team 5,2025-09-16T07:00:00,2025-09-16T07:45:00,45,1,1st,384,[],False,False,False,299.25,baseline,-7,0,True
Product C_73,Production,Product C,Mechanic Team 3,2025-09-16T07:30:00,2025-09-16T07:50:00,20,1,1st,385,[],False,False,False,244.0,baseline,-7,0,True
Product E_67,Production,Product E,Mechanic Team 3,2025-09-16T07:30:00,2025-09-16T08:20:00,50,1,1st,386,[],False,False,False,279.0,baseline,-7,0,True
Product E_QI_160,Quality Inspection,Product E,Quality Team 3,2025-09-16T07:30:00,2025-09-16T08:15:00,45,2,1st,387,[],False,False,False,290.5,baseline,-7,0,True
Product C_90,Production,Product C,Mechanic Team 3,2025-09-16T07:40:00,2025-09-16T08:40:00,60,2,1st,388,[],False,False,False,248.83333333333334,baseline,-7,0,True
Product E_79,Production,Product E,Mechanic Team 3,2025-09-16T07:45:00,2025-09-16T08:25:00,40,1,1st,389,[],False,False,False,300.5,baseline,-7,0,True
Product E_QI_167,Quality Inspection,Product E,Quality Team 3,2025-09-16T08:20:00,2025-09-16T09:05:00,45,1,1st,390,[],False,False,False,294.9166666666667,baseline,-7,0,True
Product C_QI_190,Quality Inspection,Product C,Quality Team 3,2025-09-16T08:40:00,2025-09-16T09:25:00,45,1,1st,391,[],False,False,False,250.08333333333334,baseline,-7,0,True
Product E_88,Production,Product E,Mechanic Team 5,2025-09-16T09:00:00,2025-09-16T11:00:00,120,3,1st,392,[],False,False,False,291.5,baseline,-7,0,True
Product E_QI_172,Quality Inspection,Product E,Quality Team 5,2025-09-16T09:00:00,2025-09-16T09:45:00,45,2,1st,393,[],False,False,False,292.0,baseline,-7,0,True
Product E_QI_188,Quality Inspection,Product E,Quality Team 5,2025-09-16T11:00:00,2025-09-16T11:45:00,45,2,1st,394,[],False,False,False,298.5,baseline,-7,0,True
Product E_70,Production,Product E,Mechanic Team 6,2025-09-16T14:30:00,2025-09-16T15:30:00,60,2,2nd,395,[],False,False,False,257.0,baseline,-7,0,True
Product E_86,Production,Product E,Mechanic Team 2,2025-09-16T14:30:00,2025-09-16T15:30:00,60,2,2nd,396,[],False,False,False,285.5,baseline,-7,0,True
Product E_80,Production,Product E,Mechanic Team 6,2025-09-16T14:30:00,2025-09-16T16:30:00,120,4,2nd,397,[],False,False,False,287.0,baseline,-7,0,True
Product C_74,Production,Product C,Mechanic Team 6,2025-09-16T15:30:00,2025-09-16T16:30:00,60,2,2nd,398,[],False,False,False,231.0,baseline,-7,0,True
Product E_QI_170,Quality Inspection,Product E,Quality Team 6,2025-09-16T15:30:00,2025-09-16T16:15:00,45,1,2nd,399,[],False,False,False,282.5,baseline,-7,0,True
Product C_92,Production,Product C,Mechanic Team 6,2025-09-16T16:30:00,2025-09-16T18:00:00,90,3,2nd,400,[],False,False,False,238.5,baseline,-7,0,True
Product E_57,Production,Product E,Mechanic Team 6,2025-09-16T16:30:00,2025-09-16T16:50:00,20,1,2nd,401,[],False,False,False,272.25,baseline,-7,0,True
Product E_QI_180,Quality Inspection,Product E,Quality Team 6,2025-09-16T16:30:00,2025-09-16T17:15:00,45,2,2nd,402,[],False,False,False,287.25,baseline,-7,0,True
Product E_77,Production,Product E,Mechanic Team 2,2025-09-16T16:50:00,2025-09-16T17:40:00,50,1,2nd,403,[],False,False,False,288.9166666666667,baseline,-7,0,True
Product C_QI_192,Quality Inspection,Product C,Quality Team 6,2025-09-16T18:00:00,2025-09-16T18:45:00,45,2,2nd,404,[],False,False,False,239.25,baseline,-7,0,True
Product C_93,Production,Product C,Mechanic Team 7,2025-09-16T23:00:00,2025-09-16T23:40:00,40,1,3rd,405,[],False,False,False,238.5,baseline,-7,0,True
Product C_91,Production,Product C,Mechanic Team 7,2025-09-16T23:00:00,2025-09-16T23:30:00,30,1,3rd,406,[],False,False,False,238.5,baseline,-7,0,True
Product C_89,Production,Product C,Mechanic Team 7,2025-09-16T23:00:00,2025-09-16T23:20:00,20,1,3rd,407,[],False,False,False,240.0,baseline,-7,0,True
Product E_84,Production,Product E,Mechanic Team 4,2025-09-16T23:00:00,2025-09-17T00:30:00,90,3,3rd,408,[],False,False,False,269.25,baseline,-7,0,True
Product E_83,Production,Product E,Mechanic Team 7,2025-09-16T23:00:00,2025-09-16T23:30:00,30,1,3rd,409,[],False,False,False,276.5,baseline,-7,0,True
Product E_87,Production,Product E,Mechanic Team 7,2025-09-16T23:00:00,2025-09-16T23:50:00,50,1,3rd,410,[],False,False,False,280.5,baseline,-7,0,True
Product E_93,Production,Product E,Mechanic Team 7,2025-09-16T23:00:00,2025-09-16T23:40:00,40,1,3rd,411,[],False,False,False,286.5,baseline,-7,0,True
Product E_96,Production,Product E,Mechanic Team 4,2025-09-16T23:00:00,2025-09-17T01:00:00,120,4,3rd,412,[],False,False,False,286.75,baseline,-7,0,True
Product E_95,Production,Product E,Mechanic Team 7,2025-09-16T23:00:00,2025-09-16T23:30:00,30,1,3rd,413,[],False,False,False,286.75,baseline,-7,0,True
Product E_89,Production,Product E,Mechanic Team 7,2025-09-16T23:30:00,2025-09-16T23:50:00,20,1,3rd,414,[],False,False,False,287.5,baseline,-7,0,True
Product E_QI_195,Quality Inspection,Product E,Quality Team 7,2025-09-16T23:30:00,2025-09-17T00:15:00,45,1,3rd,415,[],False,False,False,288.5,baseline,-7,0,True
Product E_QI_187,Quality Inspection,Product E,Quality Team 7,2025-09-16T23:50:00,2025-09-17T00:35:00,45,1,3rd,416,[],False,False,False,287.1666666666667,baseline,-7,0,True
Product E_QI_184,Quality Inspection,Product E,Quality Team 4,2025-09-17T00:30:00,2025-09-17T01:15:00,45,2,3rd,417,[],False,False,False,283.5,baseline,-7,0,True
Product E_97,Production,Product E,Mechanic Team 7,2025-09-17T00:35:00,2025-09-17T00:55:00,20,1,3rd,418,[],False,False,False,287.4166666666667,baseline,-7,0,True
Product E_QI_196,Quality Inspection,Product E,Quality Team 4,2025-09-17T01:00:00,2025-09-17T01:45:00,45,2,3rd,419,[],False,False,False,287.0,baseline,-7,0,True
Product E_91,Production,Product E,Mechanic Team 7,2025-09-17T01:15:00,2025-09-17T01:45:00,30,1,3rd,420,[],False,False,False,284.25,baseline,-7,0,True
Product E_78,Production,Product E,Mechanic Team 5,2025-09-17T06:00:00,2025-09-17T07:00:00,60,2,1st,421,[],False,False,False,270.5,baseline,-7,0,True
Product E_90,Production,Product E,Mechanic Team 3,2025-09-17T06:00:00,2025-09-17T07:00:00,60,2,1st,422,[],False,False,False,274.5,baseline,-7,0,True
Product E_QI_190,Quality Inspection,Product E,Quality Team 3,2025-09-17T07:00:00,2025-09-17T07:45:00,45,1,1st,423,[],False,False,False,275.75,baseline,-7,0,True
Product E_QI_178,Quality Inspection,Product E,Quality Team 5,2025-09-17T07:00:00,2025-09-17T07:45:00,45,1,1st,424,[],False,False,False,278.5,baseline,-7,0,True
Product E_92,Production,Product E,Mechanic Team 6,2025-09-17T14:30:00,2025-09-17T16:00:00,90,3,2nd,425,[],False,False,False,264.5,baseline,-7,0,True
Product E_98,Production,Product E,Mechanic Team 2,2025-09-17T14:30:00,2025-09-17T15:30:00,60,2,2nd,426,[],False,False,False,271.25,baseline,-7,0,True
Product E_QI_198,Quality Inspection,Product E,Quality Team 2,2025-09-17T15:30:00,2025-09-17T16:15:00,45,1,2nd,427,[],False,False,False,272.5,baseline,-7,0,True
Product E_QI_192,Quality Inspection,Product E,Quality Team 6,2025-09-17T16:00:00,2025-09-17T16:45:00,45,2,2nd,428,[],False,False,False,265.25,baseline,-7,0,True
Product E_99,Production,Product E,Mechanic Team 7,2025-09-17T23:00:00,2025-09-17T23:50:00,50,1,3rd,429,[],False,False,False,265.0,baseline,-7,0,True
Product E_100,Production,Product E,Mechanic Team 5,2025-09-18T06:00:00,2025-09-18T07:30:00,90,3,1st,430,[],False,False,False,255.75,baseline,-7,0,True
Product E_QI_200,Quality Inspection,Product E,Quality Team 5,2025-09-18T07:30:00,2025-09-18T08:15:00,45,2,1st,431,[],False,False,False,256.5,baseline,-7,0,True
LP_310,Late Part,Product C,Mechanic Team 3,2025-09-22T06:00:00,2025-09-22T07:30:00,90,1,1st,432,[],True,False,False,86.0,baseline,-7,0,True
Product C_100,Production,Product C,Mechanic Team 5,2025-09-22T07:00:00,2025-09-22T08:30:00,90,3,1st,433,[],False,False,False,110.75,baseline,-7,0,True
Product C_67,Production,Product C,Mechanic Team 3,2025-09-22T07:30:00,2025-09-22T08:20:00,50,1,1st,434,[],False,False,False,87.0,baseline,-7,0,True
Product C_78,Production,Product C,Mechanic Team 5,2025-09-22T07:30:00,2025-09-22T08:30:00,60,2,1st,435,[],False,False,False,101.0,baseline,-7,0,True
Product C_QI_167,Quality Inspection,Product C,Quality Team 3,2025-09-22T08:20:00,2025-09-22T09:05:00,45,1,1st,436,[],False,False,False,102.91666666666667,baseline,-7,0,True
Product C_QI_178,Quality Inspection,Product C,Quality Team 5,2025-09-22T08:30:00,2025-09-22T09:15:00,45,1,1st,437,[],False,False,False,109.0,baseline,-7,0,True
Product C_QI_200,Quality Inspection,Product C,Quality Team 5,2025-09-22T08:30:00,2025-09-22T09:15:00,45,2,1st,438,[],False,False,False,111.5,baseline,-7,0,True
Product C_77,Production,Product C,Mechanic Team 2,2025-09-22T14:30:00,2025-09-22T15:20:00,50,1,2nd,439,[],False,False,False,99.25,baseline,-7,0,True
Product C_98,Production,Product C,Mechanic Team 2,2025-09-22T14:30:00,2025-09-22T15:30:00,60,2,2nd,440,[],False,False,False,103.25,baseline,-7,0,True
Product C_QI_198,Quality Inspection,Product C,Quality Team 2,2025-09-22T15:30:00,2025-09-22T16:15:00,45,1,2nd,441,[],False,False,False,104.5,baseline,-7,0,True
Product C_99,Production,Product C,Mechanic Team 7,2025-09-22T23:00:00,2025-09-22T23:50:00,50,1,3rd,442,[],False,False,False,97.0,baseline,-7,0,True
Product C_97,Production,Product C,Mechanic Team 7,2025-09-22T23:00:00,2025-09-22T23:20:00,20,1,3rd,443,[],False,False,False,97.0,baseline,-7,0,True
